"","Company","Job_post","Job_location","Salary_in_thousands","Experience_in_years","Skills"
"289","Vivensas","Software_Engineer","Coimbatore",595,3,"problem solving | data structures and algorithms | operating systems"
"290","Dinfotech","Software_Engineer","Chennai",239,4,"programming | databases | operating systems"
"291","Apple","Software_Engineer","Hyderabad",404,4,"data structures and algorithms | operating systems | programming"
"292","Dinfotech","Software_Engineer","Bangalore",270,2,"data structures and algorithms | programming | problem solving"
"293","Shaurya Technosoft Pvt Ltd","Software_Engineer","Pune",489,4,"databases | problem solving | operating systems"
"294","NetXs Solutions","Software_Engineer","Ahmedabad",416,2,"databases | programming | operating systems"
"295","SoPa Cognitive Analytics Pvt Ltd","Software_Engineer","Noida",555,4,"operating systems | data structures and algorithms | mathematical aptitude"
"296","DST Systems","Software_Engineer","Hyderabad",203,4,"data structures and algorithms | programming | operating systems"
"297","Synopsys","Software_Engineer","Bangalore",686,2,"databases | data structures and algorithms | operating systems"
"298","iTechnoSol","Software_Engineer","Vadodara",284,2,"databases | problem solving | operating systems"
"299","Flywheels Embedded Research","Software_Engineer","Bangalore",566,2,"programming | databases | data structures and algorithms"
"300","HANLON INFOTECH PRIVATE LIMITED","Software_Engineer","Balaghat",437,4,"programming | operating systems | data structures and algorithms"
"301","NatWest Group","Software_Engineer","Gurgaon",562,2,"data structures and algorithms | problem solving | mathematical aptitude"
"302","Fittment Finder","Software_Engineer","Pune",334,3,"problem solving | operating systems | data structures and algorithms"
"303","InTouchApp","Android_developer","Pune",440,2,"xml | API | android sdk"
"304","Bridge International Academies","Android_developer","Hyderabad",276,4,"xml | android sdk | database handling"
"305","Uniqubic Solutions Pvt Ltd","Android_developer","Gurgaon",380,3,"API | xml | android studio"
"306","ThiDiff Technologies","Android_developer","Bangalore",281,2,"android sdk | API | java"
"307","Imcrinox Technologies Private Limited","Android_developer","Bangalore",361,3,"android sdk | xml | database handling"
"308","Netsmartz Infotech","Android_developer","Chandigarh",381,2,"API | android studio | xml"
"309","Dusane Infotech Pvt Ltd","Android_developer","Thane",455,3,"database handling | android studio | xml"
"310","Neumsoft Innovations Private Limited","Android_developer","Bangalore",425,3,"android sdk | android studio | database handling"
"311","APPYLAUSE SYSTEMS LLP","Android_developer","Pune",257,3,"xml | API | android studio"
"312","Gazetinc Technology LLP","Android_developer","Gurgaon",243,2,"android studio | xml | database handling"
"313","Gogame","Android_developer","Bangalore",457,2,"android sdk | java | API"
"314","TalkCharge Technologies Pvt. Ltd.","Android_developer","Gurgaon",210,2,"java | android studio | android sdk"
"315","Neoastra Systems India Private Limited","Android_developer","Bangalore",389,4,"android studio | java | database handling"
"316","Inkprog Technologies Pvt Ltd.","Android_developer","Hyderabad",379,2,"xml | android sdk | API"
"317","Fabit Corp","Android_developer","Visakhapatnam",453,2,"API | xml | java"
"318","Cubix Business Systems","Android_developer","Thiruvananthapuram",214,3,"xml | java | database handling"
"319","Visionyle Solutions","Android_developer","Vijayawada",435,2,"android studio | database handling | xml"
"320","Oxyto Global","Android_developer","Gurgaon",366,3,"android studio | database handling | xml"
"321","Nimblechapps Pvt Ltd","Android_developer","Ahmedabad",452,2,"java | database handling | xml"
"322","Unique Inspiration","Android_developer","Bangalore",455,4,"java | android studio | API"
"323","RaRa Delivery","Android_developer","Delhi",300,3,"android sdk | android studio | java"
"324","Tailwebs Technology Pvt. Ltd.","Android_developer","Bangalore",226,3,"xml | java | android studio"
"325","My Salary Dost Fintech Pvt Ltd","Android_developer","Thane",301,3,"xml | API | android studio"
"326","Enfec Solutions","Android_developer","Remote",202,4,"android sdk | java | API"
"327","Brigita Solutions","Android_developer","Coimbatore",286,4,"android sdk | database handling | java"
"328","Escript","Android_developer","Mangalore",416,4,"xml | database handling | java"
"329","www.bsslgroup.com","Android_developer","Noida",237,3,"java | xml | API"
"330","OneStop IT consultants","Android_developer","Delhi",302,4,"android studio | API | java"
"331","Cloudi5 Technologies","Android_developer","Coimbatore",379,2,"database handling | xml | android studio"
"332","TownConnect Pvt Ltd","Android_developer","Panchkula",282,3,"java | android studio | android sdk"
"333","Amazon","Software_Engineer","Bangalore",273,3,"android sdk | API | java"
"334","Twitter Inc","Software_Engineer","Bangalore",314,3,"database handling | API | android studio"
"335","Walkter Beacon Lab","Android_developer","Bangalore",490,3,"xml | API | android sdk"
"336","Craysol Technologies India Pvt Ltd","Android_developer","Cochin",452,2,"xml | android sdk | java"
"337","Astreya","Software_Engineer","Hyderabad",229,2,"android sdk | xml | API"
"338","Enigma Tech","Software_Engineer","North Goa",464,4,"android studio | android sdk | database handling"
"339","Hevin Technoweb","Android_developer","Surat",407,2,"android sdk | database handling | java"
"340","Innoplexus","Android_developer","Pune",390,2,"API | xml | android studio"
"341","growel softech","Android_developer","Pune",242,4,"java | database handling | android sdk"
"342","Abacus Consultancy Services","Android_developer","Indore",434,4,"java | xml | database handling"
"343","Cloudexis Technologies","Android_developer","Nagpur",417,4,"android studio | android sdk | xml"
"344","SKEIN TECHNOLOGIES","Android_developer","Coimbatore",485,3,"android sdk | xml | android studio"
"345","forstaffing india","Android_developer","Gurgaon",246,4,"android sdk | xml | database handling"
"346","Atlas Software Technologies","Android_developer","Calcutta",293,3,"android studio | java | android sdk"
"347","MNR Solutions Private Limited","Android_developer","Bangalore",373,2,"xml | API | database handling"
"348","Head Infotech","Android_developer","Hyderabad",294,3,"xml | database handling | API"
"349","Novaya","Android_developer","Hyderabad",375,4,"android studio | API | database handling"
"350","WildHerbs","Android_developer","Cochin",208,2,"xml | android studio | android sdk"
"351","Technomobs Solutions","Android_developer","Cochin",367,3,"android sdk | xml | API"
"352","Buyhatke","Android_developer","Bangalore",333,3,"API | android sdk | xml"
"353","Jploft Solutions Pvt.Ltd.","Android_developer","Jaipur",451,4,"android studio | API | database handling"
"354","Simplified Software Solutions India","Android_developer","Mumbai",443,3,"android studio | database handling | java"
"355","VVV INFOTECH","Android_developer","Hyderabad",245,2,"xml | android sdk | java"
"356","Harness","Software_Engineer","Hyderabad",401,2,"android sdk | API | database handling"
"357","World Vision Softek","Android_developer","Bangalore",486,3,"database handling | android studio | xml"
"358","SSTech System","Android_developer","Ahmedabad",228,3,"android studio | database handling | java"
"359","iDreams Technologies","Android_developer","Nagpur",218,2,"java | database handling | xml"
"360","iCanstudioz App Solutions LLP","Android_developer","Surat",339,2,"android studio | android sdk | API"
"361","Unnati","Android_developer","Chandigarh",347,2,"database handling | android studio | android sdk"
"362","Capgemini","Android_developer","Bangalore",320,2,"android sdk | database handling | android studio"
"363","Parexel International","Software_Engineer","Hyderabad",469,4,"API | xml | java"
"364","Tesark Technologies","Android_developer","Chennai",425,2,"API | java | xml"
"365","InTouchApp","Android_developer","Pune",244,2,"database handling | java | android studio"
"366","Bridge International Academies","Android_developer","Hyderabad",391,3,"java | android studio | database handling"
"367","Uniqubic Solutions Pvt Ltd","Android_developer","Gurgaon",201,4,"database handling | xml | android studio"
"368","ThiDiff Technologies","Android_developer","Bangalore",337,3,"database handling | API | android studio"
"369","Imcrinox Technologies Private Limited","Android_developer","Bangalore",253,3,"android studio | xml | API"
"370","Netsmartz Infotech","Android_developer","Chandigarh",279,4,"android studio | java | API"
"371","Dusane Infotech Pvt Ltd","Android_developer","Thane",327,3,"API | java | database handling"
"372","Neumsoft Innovations Private Limited","Android_developer","Bangalore",408,3,"API | android studio | xml"
"373","APPYLAUSE SYSTEMS LLP","Android_developer","Pune",321,2,"API | database handling | java"
"374","Gazetinc Technology LLP","Android_developer","Gurgaon",284,4,"API | xml | android studio"
"375","Gogame","Android_developer","Bangalore",235,3,"android sdk | database handling | android studio"
"376","TalkCharge Technologies Pvt. Ltd.","Android_developer","Gurgaon",480,3,"android sdk | API | java"
"377","Neoastra Systems India Private Limited","Android_developer","Bangalore",450,2,"database handling | API | java"
"378","Inkprog Technologies Pvt Ltd.","Android_developer","Hyderabad",326,4,"API | android sdk | android studio"
"379","Fabit Corp","Android_developer","Visakhapatnam",262,4,"java | API | android studio"
"380","Cubix Business Systems","Android_developer","Thiruvananthapuram",474,3,"database handling | android studio | java"
"381","Visionyle Solutions","Android_developer","Vijayawada",210,2,"android sdk | API | database handling"
"382","Oxyto Global","Android_developer","Gurgaon",364,2,"android sdk | xml | java"
"383","Nimblechapps Pvt Ltd","Android_developer","Ahmedabad",405,2,"java | database handling | android sdk"
"384","Unique Inspiration","Android_developer","Bangalore",211,4,"xml | database handling | android studio"
"385","RaRa Delivery","Android_developer","Delhi",322,2,"xml | database handling | java"
"386","Tailwebs Technology Pvt. Ltd.","Android_developer","Bangalore",259,3,"API | android studio | java"
"387","My Salary Dost Fintech Pvt Ltd","Android_developer","Thane",270,2,"API | android sdk | database handling"
"388","Enfec Solutions","Android_developer","Remote",417,3,"xml | android sdk | database handling"
"389","Brigita Solutions","Android_developer","Coimbatore",468,2,"database handling | android studio | java"
"390","Escript","Android_developer","Mangalore",439,3,"android studio | android sdk | java"
"391","www.bsslgroup.com","Android_developer","Noida",221,3,"xml | android studio | java"
"392","OneStop IT consultants","Android_developer","Delhi",210,3,"android sdk | android studio | xml"
"393","Cloudi5 Technologies","Android_developer","Coimbatore",435,3,"database handling | android studio | xml"
"394","TownConnect Pvt Ltd","Android_developer","Panchkula",373,2,"API | java | android studio"
"395","SKEIN TECHNOLOGIES","Android_developer","Coimbatore",493,2,"xml | android studio | database handling"
"396","InTouchApp","Android_developer","Pune",484,4,"xml | android studio | java"
"397","Bridge International Academies","Android_developer","Hyderabad",368,3,"database handling | API | java"
"398","Uniqubic Solutions Pvt Ltd","Android_developer","Gurgaon",290,2,"android sdk | java | database handling"
"399","ThiDiff Technologies","Android_developer","Bangalore",403,3,"database handling | java | API"
"400","Imcrinox Technologies Private Limited","Android_developer","Bangalore",312,3,"android studio | java | xml"
"401","Netsmartz Infotech","Android_developer","Chandigarh",312,2,"android sdk | API | java"
"402","Dusane Infotech Pvt Ltd","Android_developer","Thane",284,2,"java | database handling | API"
"403","Neumsoft Innovations Private Limited","Android_developer","Bangalore",201,2,"java | android sdk | android studio"
"404","APPYLAUSE SYSTEMS LLP","Android_developer","Pune",201,2,"java | android studio | android sdk"
"405","Gazetinc Technology LLP","Android_developer","Gurgaon",244,4,"xml | android sdk | java"
"406","Gogame","Android_developer","Bangalore",265,2,"android studio | android sdk | xml"
"407","TalkCharge Technologies Pvt. Ltd.","Android_developer","Gurgaon",359,4,"API | android sdk | java"
"408","Neoastra Systems India Private Limited","Android_developer","Bangalore",389,4,"xml | android studio | API"
"409","Inkprog Technologies Pvt Ltd.","Android_developer","Hyderabad",473,3,"android sdk | xml | android studio"
"410","Fabit Corp","Android_developer","Visakhapatnam",305,2,"xml | database handling | android sdk"
"411","Cubix Business Systems","Android_developer","Thiruvananthapuram",444,4,"API | xml | android sdk"
"412","Arizon Systems","Software_Engineer","Remote",222,4,"database handling | java | android sdk"
"413","Visionyle Solutions","Android_developer","Vijayawada",458,2,"java | android studio | android sdk"
"414","Oxyto Global","Android_developer","Gurgaon",303,2,"xml | android studio | database handling"
"415","Nimblechapps Pvt Ltd","Android_developer","Ahmedabad",315,3,"java | android sdk | android studio"
"416","Unique Inspiration","Android_developer","Bangalore",218,2,"android studio | xml | android sdk"
"417","RaRa Delivery","Android_developer","Delhi",364,3,"xml | android sdk | java"
"418","Tailwebs Technology Pvt. Ltd.","Android_developer","Bangalore",382,2,"java | database handling | xml"
"419","My Salary Dost Fintech Pvt Ltd","Android_developer","Thane",330,4,"android sdk | java | android studio"
"420","Enfec Solutions","Android_developer","Remote",216,2,"java | android studio | API"
"421","Brigita Solutions","Android_developer","Coimbatore",355,3,"xml | android studio | android sdk"
"422","Escript","Android_developer","Mangalore",334,4,"android studio | database handling | API"
"423","www.bsslgroup.com","Android_developer","Noida",447,3,"API | android sdk | java"
"424","OneStop IT consultants","Android_developer","Delhi",299,4,"API | android studio | xml"
"425","Genesys","Software_Engineer","Chennai",223,3,"database handling | API | android studio"
"426","UnitedHealth Group","Software_Engineer","Gurgaon",206,3,"API | android studio | android sdk"
"427","jb technology","Android_developer","Surat",307,3,"database handling | xml | android sdk"
"428","Softlogic Systems Pvt. Ltd","Android_developer","Chennai",304,4,"java | database handling | xml"
"429","Digituall","Android_developer","Hyderabad",439,4,"java | database handling | android sdk"
"430","Code Microsystems","Android_developer","Nagpur",250,3,"API | android sdk | xml"
"431","SkoolTree Technologies","Android_developer","Calcutta",231,2,"xml | API | android sdk"
"432","skilora","Android_developer","Cochin",242,3,"java | API | android sdk"
"433","Zuan Technologies","Android_developer","Chennai",451,3,"android sdk | java | database handling"
"434","Panamon Technologies","Android_developer","Chennai",309,2,"database handling | android studio | xml"
"435","Morpheus Human Consulting","Android_developer","Mumbai",233,3,"java | android sdk | xml"
"436","Ehnote Softlabs Pvt Ltd.","Android_developer","Hyderabad",238,4,"java | API | android studio"
"437","Cousins Infotech","Android_developer","Surat",221,4,"java | API | xml"
"438","Craftsvilla Handicrafts Pvt. Ltd.","Android_developer","Mumbai",443,3,"java | xml | android sdk"
"439","Arrange Systems","Android_developer","Bhubaneshwar",391,2,"java | xml | database handling"
"440","Custom Soft","Android_developer","Pune",439,3,"java | android studio | android sdk"
"441","Silverfox Studio","Android_developer","Surat",492,2,"API | android sdk | database handling"
"442","CT software Solutions (I)","Android_developer","Gurgaon",294,2,"database handling | android sdk | xml"
"443","RetailCore","Android_developer","Surat",488,2,"java | android sdk | API"
"444","Pace Wisdom Solutions","Android_developer","Bangalore",471,2,"android studio | xml | android sdk"
"445","ByteDance","Software_Engineer","Gurgaon",431,4,"java | android sdk | android studio"
"446","nopAccelerate","Android_developer","Surat",270,2,"android sdk | database handling | xml"
"447","NicheTech Computer Solutions","Android_developer","Ahmedabad",411,3,"android sdk | database handling | xml"
"448","DevSwifter Technologies","Android_developer","Surat",270,3,"android sdk | API | android studio"
"449","Techsum Technology PVT LTD","Android_developer","Pune",275,4,"java | API | android sdk"
"450","Netsmartz Infotech","Android_developer","Chandigarh",341,3,"API | java | database handling"
"451","Kaira Software","Android_developer","Ahmedabad",384,3,"database handling | xml | android studio"
"452","4eversolutions","Android_developer","Surat",357,4,"API | xml | database handling"
"453","Refixd technologies pvt.limited","Android_developer","Bangalore",224,4,"android sdk | xml | android studio"
"454","Fingertip Consultants Pvt. Ltd","Android_developer","Calcutta",381,4,"android sdk | android studio | API"
"455","Rain Infotech","Android_developer","Surat",468,3,"java | android studio | API"
"456","Bookmyhouse","Android_developer","Gurgaon",337,3,"android studio | API | android sdk"
"457","Dayaram Varma Multispecialty Hospital and Trauma Centre","IT_Engineer","Akbarpur",250,4,"software development | object-oriented design | programming"
"458","Arunachala and co","IT_Engineer","Madurai",476,2,"object-oriented design | debugging | programming"
"459","flydubai","Software_Engineer","Hyderabad",333,3,"analytical abilities | problem solving | debugging"
"460","MASTEK SYSTEMS","IT_Engineer","Visakhapatnam",385,4,"object-oriented design | programming | debugging"
"461","Gnani.ai","IT_Engineer","Bangalore",256,4,"software development | analytical abilities | problem solving"
"462","iTeach Schools","IT_Engineer","Pune",361,3,"debugging | object-oriented design | software development"
"463","Quality Horizon Pvt , Ltd","IT_Engineer","Pune",292,4,"analytical abilities | debugging | software development"
"464","Unusual Hire","IT_Engineer","Bangalore",315,2,"debugging | problem solving | object-oriented design"
"465","JC Silverstar Fashion Pvt Ltd","IT_Engineer","India",309,4,"software development | programming | debugging"
"466","Emendate India","IT_Engineer","Ahmedabad",472,3,"software development | object-oriented design | problem solving"
"467","Brinqa","IT_Engineer","Bangalore",488,4,"software development | debugging | analytical abilities"
"468","Sage IT India","IT_Engineer","Hyderabad",257,3,"debugging | programming | object-oriented design"
"469","Skyappz Software India (P) Ltd","IT_Engineer","Coimbatore",469,3,"object-oriented design | programming | debugging"
"470","Firstfly Travel private limited","IT_Engineer","Mohali",310,4,"problem solving | object-oriented design | debugging"
"471","Search Folks","IT_Engineer","Bangalore",458,4,"software development | object-oriented design | programming"
"472","Raghava Warehousing & Logistic Services Pvtd Ltd","IT_Engineer","India",245,3,"debugging | programming | analytical abilities"
"473","ASSPL - Haryana","IT_Engineer","Delhi",284,4,"programming | object-oriented design | analytical abilities"
"474","Pixon Green Energy Pvt Ltd","IT_Engineer","Rajkot",447,4,"software development | analytical abilities | problem solving"
"475","Cybrom Technology Pvt Ltd","IT_Engineer","Bhopal",204,3,"problem solving | object-oriented design | software development"
"476","M square Media (Focal Support Service)","IT_Engineer","Bangalore",410,3,"object-oriented design | problem solving | software development"
"477","Paxcom India Pvt. Ltd. - A Paymentus Company","IT_Engineer","Gurgaon",487,4,"software development | problem solving | programming"
"478","Indojaya Bpo Pvt Ltd","IT_Engineer","Noida",214,4,"debugging | object-oriented design | analytical abilities"
"479","Fleurdelis Technologies Pvt Ltd","IT_Engineer","Bangalore",257,3,"object-oriented design | problem solving | debugging"
"480","Yash Technologies","IT_Engineer","Bangalore",209,3,"analytical abilities | object-oriented design | debugging"
"481","The Balaji Grand Bazar","IT_Engineer","Hyderabad",483,3,"software development | programming | debugging"
"482","KR Elixir","IT_Engineer","Bangalore",239,4,"object-oriented design | debugging | analytical abilities"
"483","Divorcekart","IT_Engineer","Pune",329,3,"analytical abilities | problem solving | object-oriented design"
"484","START WORK","IT_Engineer","Thane",300,4,"object-oriented design | programming | debugging"
"485","Cisen Pharmaceuticals India Private Limited","IT_Engineer","Verna",375,4,"programming | analytical abilities | object-oriented design"
"486","SRP Digital Services Pvt. Ltd.","IT_Engineer","Mohali",470,4,"debugging | software development | object-oriented design"
"487","Dayaram Varma Multispecialty Hospital and Trauma Centre","IT_Engineer","Akbarpur",379,4,"software development | programming | problem solving"
"488","Arunachala and co","IT_Engineer","Madurai",257,2,"problem solving | software development | object-oriented design"
"489","flydubai","Software_Engineer","Hyderabad",316,3,"analytical abilities | problem solving | object-oriented design"
"490","MASTEK SYSTEMS","IT_Engineer","Visakhapatnam",424,3,"problem solving | software development | object-oriented design"
"491","Gnani.ai","IT_Engineer","Bangalore",201,2,"object-oriented design | problem solving | analytical abilities"
"492","iTeach Schools","IT_Engineer","Pune",326,4,"software development | programming | object-oriented design"
"493","Quality Horizon Pvt , Ltd","IT_Engineer","Pune",325,3,"analytical abilities | problem solving | object-oriented design"
"494","Unusual Hire","IT_Engineer","Bangalore",220,3,"programming | analytical abilities | software development"
"495","JC Silverstar Fashion Pvt Ltd","IT_Engineer","India",393,2,"software development | object-oriented design | programming"
"496","Emendate India","IT_Engineer","Ahmedabad",317,3,"object-oriented design | problem solving | software development"
"497","Brinqa","IT_Engineer","Bangalore",298,4,"software development | problem solving | debugging"
"498","Sage IT India","IT_Engineer","Hyderabad",318,2,"analytical abilities | object-oriented design | problem solving"
"499","Skyappz Software India (P) Ltd","IT_Engineer","Coimbatore",232,4,"object-oriented design | programming | software development"
"500","Firstfly Travel private limited","IT_Engineer","Mohali",386,2,"programming | object-oriented design | debugging"
"501","Search Folks","IT_Engineer","Bangalore",368,3,"analytical abilities | software development | programming"
"502","Raghava Warehousing & Logistic Services Pvtd Ltd","IT_Engineer","India",213,2,"software development | problem solving | analytical abilities"
"503","ASSPL - Haryana","IT_Engineer","Delhi",442,2,"analytical abilities | programming | problem solving"
"504","Pixon Green Energy Pvt Ltd","IT_Engineer","Rajkot",339,4,"programming | problem solving | object-oriented design"
"505","Cybrom Technology Pvt Ltd","IT_Engineer","Bhopal",401,4,"problem solving | programming | software development"
"506","M square Media (Focal Support Service)","IT_Engineer","Bangalore",351,3,"object-oriented design | debugging | programming"
"507","Paxcom India Pvt. Ltd. - A Paymentus Company","IT_Engineer","Gurgaon",460,4,"problem solving | analytical abilities | object-oriented design"
"508","Indojaya Bpo Pvt Ltd","IT_Engineer","Noida",356,4,"analytical abilities | object-oriented design | software development"
"509","Fleurdelis Technologies Pvt Ltd","IT_Engineer","Bangalore",223,2,"problem solving | software development | object-oriented design"
"510","Yash Technologies","IT_Engineer","Bangalore",230,2,"object-oriented design | problem solving | analytical abilities"
"511","The Balaji Grand Bazar","IT_Engineer","Hyderabad",486,2,"debugging | problem solving | software development"
"512","KR Elixir","IT_Engineer","Bangalore",342,2,"problem solving | debugging | object-oriented design"
"513","Divorcekart","IT_Engineer","Pune",459,4,"analytical abilities | object-oriented design | software development"
"514","START WORK","IT_Engineer","Thane",340,2,"software development | debugging | analytical abilities"
"515","Cisen Pharmaceuticals India Private Limited","IT_Engineer","Verna",227,3,"analytical abilities | software development | programming"
"516","SRP Digital Services Pvt. Ltd.","IT_Engineer","Mohali",278,2,"object-oriented design | programming | problem solving"
"517","Boston Consulting Group","Android_developer","New Delhi",403,2,"object-oriented design | software development | problem solving"
"518","Trafigura","IT_Engineer","Mumbai",339,2,"analytical abilities | object-oriented design | problem solving"
"519","Capgemini","IT_Engineer","Mumbai",391,3,"programming | object-oriented design | debugging"
"520","Micron Technology","IT_Engineer","Hyderabad",337,2,"object-oriented design | software development | analytical abilities"
"521","SAP","IT_Engineer","Pune",437,2,"software development | object-oriented design | programming"
"522","Catholic Syrian Bank Ltd","IT_Engineer","Eranakulam",276,4,"object-oriented design | programming | software development"
"523","Amazon","IT_Engineer","Bangalore",400,3,"debugging | analytical abilities | object-oriented design"
"524","BAXTER","IT_Engineer","Bangalore",208,4,"analytical abilities | object-oriented design | debugging"
"525","Marg Hospitality","IT_Engineer","Kerala",274,4,"software development | object-oriented design | debugging"
"526","Novartis","IT_Engineer","Hyderabad",313,3,"software development | object-oriented design | programming"
"527","Nokia","IT_Engineer","Bangalore",456,2,"programming | software development | debugging"
"528","Dell Technologies","Software_Engineer","Bangalore",349,4,"object-oriented design | analytical abilities | software development"
"529","UTSAV SAFETY SYSTEM","IT_Engineer","Patna Rural",230,4,"software development | debugging | analytical abilities"
"530","Dell Technologies","Software_Engineer","Bangalore",258,2,"debugging | object-oriented design | analytical abilities"
"531","Ericsson-Worldwide","IT_Engineer","Noida",412,2,"analytical abilities | programming | software development"
"532","RV Technologies Softwares Pvt Ltd","IT_Engineer","SAS Nagar",247,4,"analytical abilities | debugging | problem solving"
"533","Unilever","IT_Engineer","Bangalore",445,3,"object-oriented design | analytical abilities | software development"
"534","Amazon","IT_Engineer","Bangalore",375,2,"problem solving | analytical abilities | debugging"
"535","Micron Technology","IT_Engineer","Hyderabad",467,3,"problem solving | object-oriented design | debugging"
"536","Genpact","IT_Engineer","Hyderabad",210,2,"debugging | software development | analytical abilities"
"537","Greentech Industries","IT_Engineer","Andhra Pradesh",343,3,"debugging | object-oriented design | problem solving"
"538","Etech","IT_Engineer","Ahmedabad",401,3,"analytical abilities | debugging | problem solving"
"539","Hewlett Packard Enterprise","IT_Engineer","Bangalore",446,2,"debugging | problem solving | object-oriented design"
"540","Micron Technology","Android_developer","Hyderabad",393,3,"programming | object-oriented design | software development"
"541","Amazon","IT_Engineer","New Delhi",249,4,"software development | object-oriented design | debugging"
"542","Procter & Gamble","IT_Engineer","Mumbai",355,2,"problem solving | programming | debugging"
"543","Parexel","IT_Engineer","Hyderabad",265,4,"debugging | object-oriented design | problem solving"
"544","TTEC","IT_Engineer","Hyderabad",309,2,"problem solving | debugging | software development"
"545","Genpact","IT_Engineer","Hyderabad",302,4,"debugging | software development | object-oriented design"
"546","Qualcomm Incorporated","IT_Engineer","Hyderabad",245,2,"object-oriented design | programming | analytical abilities"
"547","Synopsys","IT_Engineer","Bangalore",402,4,"problem solving | analytical abilities | programming"
"548","Novartis","IT_Engineer","Hyderabad",263,3,"debugging | software development | object-oriented design"
"549","Gnani.ai","IT_Engineer","Bangalore",300,4,"analytical abilities | problem solving | debugging"
"550","Unusual Hire","IT_Engineer","Bangalore",280,4,"problem solving | object-oriented design | software development"
"551","Sage IT India","IT_Engineer","Hyderabad",307,2,"object-oriented design | problem solving | programming"
"552","Skyappz Software India (P) Ltd","IT_Engineer","Coimbatore",207,3,"debugging | object-oriented design | programming"
"553","Firstfly Travel private limited","IT_Engineer","Mohali",397,3,"programming | problem solving | analytical abilities"
"554","Search Folks","IT_Engineer","Bangalore",380,3,"object-oriented design | debugging | programming"
"555","Raghava Warehousing & Logistic Services Pvtd Ltd","IT_Engineer","India",327,3,"programming | debugging | problem solving"
"556","ASSPL - Haryana","IT_Engineer","Delhi",256,3,"programming | debugging | analytical abilities"
"557","Pixon Green Energy Pvt Ltd","IT_Engineer","Rajkot",241,4,"problem solving | analytical abilities | programming"
"558","Cybrom Technology Pvt Ltd","IT_Engineer","Bhopal",454,2,"object-oriented design | debugging | programming"
"559","M square Media (Focal Support Service)","IT_Engineer","Bangalore",272,4,"analytical abilities | problem solving | software development"
"560","Paxcom India Pvt. Ltd. - A Paymentus Company","IT_Engineer","Gurgaon",290,3,"problem solving | debugging | programming"
"561","Indojaya Bpo Pvt Ltd","IT_Engineer","Noida",255,3,"analytical abilities | problem solving | debugging"
"562","Fleurdelis Technologies Pvt Ltd","IT_Engineer","Bangalore",487,2,"debugging | problem solving | object-oriented design"
"563","Yash Technologies","IT_Engineer","Bangalore",338,3,"analytical abilities | problem solving | debugging"
"564","The Balaji Grand Bazar","IT_Engineer","Hyderabad",284,4,"analytical abilities | debugging | software development"
"565","KR Elixir","IT_Engineer","Bangalore",259,2,"software development | analytical abilities | object-oriented design"
"566","START WORK","IT_Engineer","Thane",338,3,"object-oriented design | problem solving | software development"
"567","Cisen Pharmaceuticals India Private Limited","IT_Engineer","Verna",399,3,"object-oriented design | programming | analytical abilities"
"568","SRP Digital Services Pvt. Ltd.","IT_Engineer","Mohali",378,2,"problem solving | programming | software development"
"569","cashbee technology pvt ltd","IT_Engineer","Gurgaon",369,2,"debugging | programming | analytical abilities"
"570","Hardware Engineer","IT_Engineer","Eranakulam",374,2,"problem solving | object-oriented design | software development"
"571","ChargePoint","IT_Engineer","Gurgaon",291,2,"debugging | programming | object-oriented design"
"572","Anaxee Digital Runners Pvt Ltd","IT_Engineer","Indore",304,4,"debugging | analytical abilities | programming"
"573","Teva Pharmaceuticals","IT_Engineer","Verna",326,4,"programming | analytical abilities | debugging"
"574","Arunachala and co","IT_Engineer","Madurai",241,4,"software development | analytical abilities | debugging"
"575","Questa Software Systems Pvt. Ltd.-Borivali East","IT_Engineer","Mumbai",366,4,"problem solving | object-oriented design | analytical abilities"
"576","Solitaire Infotech Solution","Software_Engineer","Ludhiana",375,4,"debugging | analytical abilities | software development"
"577","Accenture","IT_Engineer","Bangalore",332,4,"debugging | object-oriented design | programming"
"578","Edusoft ITSPL","IT_Engineer","New Delhi",454,4,"analytical abilities | object-oriented design | software development"
"579","Dayaram Varma Multispecialty Hospital and Trauma Centre","IT_Engineer","Akbarpur",238,3,"software development | programming | analytical abilities"
"580","Arunachala and co","IT_Engineer","Madurai",479,4,"object-oriented design | debugging | programming"
"581","flydubai","Software_Engineer","Hyderabad",231,4,"analytical abilities | problem solving | debugging"
"582","MASTEK SYSTEMS","IT_Engineer","Visakhapatnam",312,4,"programming | problem solving | software development"
"583","Gnani.ai","IT_Engineer","Bangalore",367,2,"debugging | analytical abilities | problem solving"
"584","iTeach Schools","IT_Engineer","Pune",418,2,"software development | programming | object-oriented design"
"585","Quality Horizon Pvt , Ltd","IT_Engineer","Pune",464,3,"software development | object-oriented design | programming"
"586","Unusual Hire","IT_Engineer","Bangalore",299,3,"programming | analytical abilities | object-oriented design"
"587","Emendate India","IT_Engineer","Ahmedabad",334,4,"problem solving | software development | object-oriented design"
"588","Brinqa","IT_Engineer","Bangalore",303,4,"debugging | problem solving | software development"
"589","Sage IT India","IT_Engineer","Hyderabad",287,4,"problem solving | object-oriented design | debugging"
"590","Skyappz Software India (P) Ltd","IT_Engineer","Coimbatore",209,3,"debugging | object-oriented design | software development"
"591","Firstfly Travel private limited","IT_Engineer","Mohali",207,2,"debugging | object-oriented design | programming"
